FID	IID	Outcome	Mediator
FID 944	IID 5944	1.1111762759058956	3.940420720246845
FID 945	IID 5945	15.730623951622672	6.0348214768179
FID 946	IID 5946	-11.882711730582352	-9.264951722563723
FID 947	IID 5947	9.245190254359244	10.313983564465595
FID 948	IID 5948	-17.50852752568274	-17.507015842723995
FID 949	IID 5949	-23.578466709749794	-15.007069189051736
FID 950	IID 5950	-9.16978562499959	-6.688094674316156
FID 951	IID 5951	15.790185263480144	7.4749175328069075
FID 952	IID 5952	-9.517715494878207	-11.26194521883468
FID 953	IID 5953	0.6290504528528458	-1.5560819599628184
FID 954	IID 5954	-5.789980237524109	-4.916109020024402
FID 955	IID 5955	5.7116607002475845	3.002650919680358
FID 956	IID 5956	-5.832409655464945	-4.448983848921025
FID 957	IID 5957	-3.5608472263083737	-5.454882867060239
FID 958	IID 5958	13.797529114974996	9.208508880893346
FID 959	IID 5959	10.031823343749323	4.346561466110831
FID 960	IID 5960	5.086211109599855	4.484086973247714
FID 961	IID 5961	-1.956846192160947	-4.543216662586907
FID 962	IID 5962	12.403811505381237	8.994212183911994
FID 963	IID 5963	-6.492608268039037	-7.323997031088858
FID 964	IID 5964	-5.954220462536385	-6.425135908060477
FID 965	IID 5965	0.34286190629435076	-3.839897156433983
FID 966	IID 5966	7.146505862078446	8.926288494691903
FID 967	IID 5967	2.956326167211038	3.340201530033492
FID 968	IID 5968	-1.9733677439269781	-3.1450382810516393
FID 969	IID 5969	-6.856015878739982	-12.942760286159569
FID 970	IID 5970	5.072189603253284	2.746166075560504
FID 971	IID 5971	-1.9987082342334372	-2.265269000760419
FID 972	IID 5972	0.5493957429652838	-2.0825481687297493
FID 973	IID 5973	9.144937242398031	11.352504061367926
FID 974	IID 5974	-3.86746194335806	-0.08012461398393977
FID 975	IID 5975	-14.660753528508014	-15.735655079474736
FID 976	IID 5976	-5.616577753369895	-5.394421806482382
FID 977	IID 5977	-3.310428148711019	-2.573902731569146
FID 978	IID 5978	-1.524874780175656	5.89869602078503
FID 979	IID 5979	-12.45070408995156	-7.398871060054723
FID 980	IID 5980	2.4924109998438007	-0.5435932867570861
FID 981	IID 5981	3.41138276911217	6.4201480755986875
FID 982	IID 5982	4.6439038735673	-1.632779743875545
FID 983	IID 5983	-0.18726910203437352	-2.2133559896935457
FID 984	IID 5984	24.909070396381942	12.469110223899504
FID 985	IID 5985	7.439030902402166	3.84478517897896
FID 986	IID 5986	6.632748102145218	-0.11889893355635639
FID 987	IID 5987	20.22409699132349	13.978147613466378
FID 988	IID 5988	-4.850942727620237	-7.388107414708754
FID 989	IID 5989	5.733125732793498	-0.6660356990685825
FID 990	IID 5990	-12.887259829302243	-9.072513099116705
FID 991	IID 5991	3.0126354772502233	-3.1521077206822996
FID 992	IID 5992	25.55943380087701	17.779635208634417
FID 993	IID 5993	1.9658398232015317	1.116222255743868
FID 994	IID 5994	-4.202118204860627	-9.786783648335836
FID 995	IID 5995	-5.864906594903213	-9.478763250194493
FID 996	IID 5996	-12.569188919629768	-13.236654489747107
FID 997	IID 5997	-17.40411619732355	-12.545805640894761
FID 998	IID 5998	5.577619732227756	6.977685943986991
FID 999	IID 5999	-11.595497586299732	-10.033054572973008
FID 1000	IID 6000	22.07321191167162	12.436547284175383
FID 1001	IID 6001	8.155645895814285	0.6953185199153988
FID 1002	IID 6002	13.36106866937057	16.37953841378122
FID 1003	IID 6003	5.902892458079625	6.803075950422945
FID 1004	IID 6004	-1.0519565559317678	-3.520854341004447
FID 1005	IID 6005	3.210070281033717	0.10832564333691486
FID 1006	IID 6006	-1.3634604810856936	2.198239199274738
FID 1007	IID 6007	4.325373135740421	3.174459464261157
FID 1008	IID 6008	2.273981123678186	0.3163651423364553
FID 1009	IID 6009	3.704914557199979	5.0774830830403195
FID 1010	IID 6010	-11.932660739028302	-8.529259509417106
FID 1011	IID 6011	11.882894897195031	11.514830616894114
FID 1012	IID 6012	3.8368003535757307	4.885091956985312
FID 1013	IID 6013	-1.0929845693485414	4.039549181552805
FID 1014	IID 6014	0.0633660082022316	-0.9429757398078493
FID 1015	IID 6015	3.684522807611512	6.990601503792523
FID 1016	IID 6016	-1.0614366034107148	0.7842106486025484
FID 1017	IID 6017	-1.602545013224673	4.203890691076696
FID 1018	IID 6018	-5.464075180629327	-4.412505254285796
FID 1019	IID 6019	14.898969851313494	11.290585821903491
FID 1020	IID 6020	-8.607274720756918	-10.021822046792403
FID 1021	IID 6021	4.3191934171195445	3.9859636053396788
FID 1022	IID 6022	10.335175728966108	7.589481594246938
FID 1023	IID 6023	-3.9027282978868474	-8.46462683849413
FID 1024	IID 6024	-3.5834372829101415	0.3248279955947928
FID 1025	IID 6025	-7.594692814017824	-11.045957981825287
FID 1026	IID 6026	-21.33837703000134	-15.06473395506201
FID 1027	IID 6027	-1.0725761155212457	5.999901798884471
FID 1028	IID 6028	20.16888608378793	5.031108930843544
FID 1029	IID 6029	8.898848739931106	5.573107522089472
FID 1030	IID 6030	0.8312958019587536	-3.57113688673442
FID 1031	IID 6031	9.012967075519814	11.427286717248059
FID 1032	IID 6032	-7.627632572801765	-1.2314049917659524
FID 1033	IID 6033	-1.1811870352539924	5.019668725956354
FID 1034	IID 6034	-12.528307048560782	-8.92621761394994
FID 1035	IID 6035	10.871185785483066	5.180319132315894
FID 1036	IID 6036	0.3752509640410405	3.099488688840556
FID 1037	IID 6037	15.894354079364694	4.384225769435678
FID 1038	IID 6038	7.202632887021161	1.103619686104737
FID 1039	IID 6039	4.3658294510174995	5.057246134680104
FID 1040	IID 6040	-14.317505783046943	-10.088299323115853
FID 1041	IID 6041	18.025576369074003	17.62294644232033
FID 1042	IID 6042	3.841055101297683	5.218636968504496
FID 1043	IID 6043	15.324386496050543	-0.2509290833634905
FID 1044	IID 6044	-14.104293358284513	-12.161253701455689
FID 1045	IID 6045	1.9689238817243384	2.5323971334133115
FID 1046	IID 6046	-3.4849747351128184	-7.719311793768265
FID 1047	IID 6047	-3.1274704851258255	-2.9139636116660768
FID 1048	IID 6048	6.7793893179207645	5.1022461371213454
FID 1049	IID 6049	-7.290903381079103	-15.103965501044772
FID 1050	IID 6050	2.494564668183334	3.9478244761174426
FID 1051	IID 6051	2.950682651411111	4.851031928211267
FID 1052	IID 6052	-0.9301220676555895	-4.040085711958969
FID 1053	IID 6053	2.767220557948665	-1.964790614426306
FID 1054	IID 6054	-4.595553438363327	1.942435221449716
FID 1055	IID 6055	2.7966354518675582	5.455144896775099
FID 1056	IID 6056	2.097713978262742	0.31654889242253503
FID 1057	IID 6057	1.0838329747488924	-2.438529804867824
FID 1058	IID 6058	-5.4771461002489215	-0.9690353235581499
FID 1059	IID 6059	10.130420369632752	4.4220289695850115
FID 1060	IID 6060	-5.045981853541513	2.4261451511311902
FID 1061	IID 6061	-3.0180151786875418	-7.261281515913801
FID 1062	IID 6062	4.760685365367242	3.6203801459757967
FID 1063	IID 6063	-8.049905870105096	-11.445883462172633
FID 1064	IID 6064	-5.8577478259451325	-5.257783181720281
FID 1065	IID 6065	8.909942718151727	8.913908394294037
FID 1066	IID 6066	-9.687485293230322	-4.726334823895118
FID 1067	IID 6067	0.2846256794776725	4.988121839525952
FID 1068	IID 6068	0.44804326820690044	-0.09578693481683687
FID 1069	IID 6069	-17.004137464343774	-9.594421837797674
FID 1070	IID 6070	-18.46392871478031	-18.965872275238006
FID 1071	IID 6071	12.728355165024785	5.887909802764823
FID 1072	IID 6072	1.8618341088273669	3.2831464656266567
FID 1073	IID 6073	-22.44793645961984	-17.349457279551252
FID 1074	IID 6074	-4.558862889250969	-6.536767536053637
FID 1075	IID 6075	-4.245663288630891	-4.902503113523634
FID 1076	IID 6076	-1.447311152730923	1.4635972354477307
FID 1077	IID 6077	14.098767334285416	7.822178023959411
FID 1078	IID 6078	10.308875066157222	8.19865524972975
FID 1079	IID 6079	-4.948747140034325	-3.959962371475017
FID 1080	IID 6080	5.76893351687467	5.168087546464658
FID 1081	IID 6081	-12.715329440880227	-11.34182395981037
FID 1082	IID 6082	-17.475826694059535	-13.15047150818071
FID 1083	IID 6083	-19.89284050795662	-16.11737283185438
FID 1084	IID 6084	-5.661685222672437	-6.242000673942435
FID 1085	IID 6085	7.822303217546592	4.12859085292126
FID 1086	IID 6086	5.780059058220944	0.4304098104456222
FID 1087	IID 6087	5.803242712366265	3.360240386700547
FID 1088	IID 6088	10.856377729598698	5.804666499606949
FID 1089	IID 6089	8.68680217101542	6.934814234973924
FID 1090	IID 6090	1.9735964353958209	0.9029422526411626
FID 1091	IID 6091	-5.054594249594375	-4.089746095318192
FID 1092	IID 6092	5.757918081868512	6.812397647363772
FID 1093	IID 6093	-4.849095592817995	-6.583411547952423
FID 1094	IID 6094	-7.214300942981683	-5.928886491051911
FID 1095	IID 6095	11.392373107274652	4.469854753758552
FID 1096	IID 6096	1.5356564828619734	2.0082479763778345
FID 1097	IID 6097	3.0397955001354156	2.071729230407713
FID 1098	IID 6098	1.0381869209745989	3.660650856880765
FID 1099	IID 6099	0.31286140336487755	-0.08076514213681962
FID 1100	IID 6100	-6.332850400200675	-2.2098824448926653
FID 1101	IID 6101	-4.02696788456154	-5.279553660268408
FID 1102	IID 6102	-12.735984819193233	-10.279128458071645
FID 1103	IID 6103	4.877735475035975	5.088746074403331
FID 1104	IID 6104	-9.411562734619118	-10.101074875034588
FID 1105	IID 6105	8.42742502440559	8.291961416437337
FID 1106	IID 6106	-0.15026828935934455	4.389168626837835
FID 1107	IID 6107	12.447801265843452	6.082450000912786
FID 1108	IID 6108	-6.746207311671371	-3.317500768978438
FID 1109	IID 6109	0.1787531331678811	-1.175937577703385
FID 1110	IID 6110	6.589480060476873	9.153346707086383
FID 1111	IID 6111	0.3170075874685989	-1.8862119022597588
FID 1112	IID 6112	-2.5645554829260115	-3.0805262767810007
FID 1113	IID 6113	-5.5502724980505995	-0.16352604074349297
FID 1114	IID 6114	11.961936038735624	4.622894926780267
FID 1115	IID 6115	20.461250767056963	12.278096436268317
FID 1116	IID 6116	-2.5059704891357684	-1.361522859058669
FID 1117	IID 6117	-13.359985816352353	-10.269153829808733
FID 1118	IID 6118	-0.24341279448137398	-2.42962745583002
FID 1119	IID 6119	-3.196033050834346	-6.7631929857741895
FID 1120	IID 6120	-13.268621420292018	-9.882189137307078
FID 1121	IID 6121	5.053389393110895	-4.248036540380019
FID 1122	IID 6122	-11.298566802439673	-8.014021824907372
FID 1123	IID 6123	-5.736714129032079	0.10097906374408971
FID 1124	IID 6124	5.920707046833096	5.097094437279635
FID 1125	IID 6125	-17.692907539950973	-11.143734214682286
FID 1126	IID 6126	-11.70610083477984	-6.610182384505752
FID 1127	IID 6127	4.80471949209884	3.9703720210652405
FID 1128	IID 6128	-0.4295101445760765	0.5945219178658085
FID 1129	IID 6129	-20.927344564583677	-8.740633560822243
FID 1130	IID 6130	-11.973807424847271	-9.320220637460196
FID 1131	IID 6131	18.614653277332245	8.645253981042714
FID 1132	IID 6132	-6.937913998152213	0.24487936566807744
FID 1133	IID 6133	5.201578351643036	5.626196097988175
FID 1134	IID 6134	-6.005355516236146	-4.627473336011864
FID 1135	IID 6135	-0.7060931736566496	-4.117440602540886
FID 1136	IID 6136	-7.714037736571106	-7.051792209133346
FID 1137	IID 6137	-11.480088602550229	-6.305653112624804
FID 1138	IID 6138	-13.150254729880999	-9.143234251138097
FID 1139	IID 6139	11.695502401007762	3.799678188558455
FID 1140	IID 6140	-7.436464235491181	-6.809115872634612
FID 1141	IID 6141	-7.489938819744823	0.8061685834666604
FID 1142	IID 6142	-1.1920026620184656	-5.336487981145892
FID 1143	IID 6143	10.510300629977793	3.978082791884881
FID 1144	IID 6144	7.992479457784377	8.294766807265129
FID 1145	IID 6145	24.017761049746337	13.909375087103877
FID 1146	IID 6146	9.599239839424069	7.268405914093425
FID 1147	IID 6147	0.16453421318711148	-0.06855477028710277
FID 1148	IID 6148	6.224844494046753	0.4666082386066501
FID 1149	IID 6149	13.453365536294402	7.420307311627075
FID 1150	IID 6150	-13.326725947913493	-7.876483544512938
FID 1151	IID 6151	13.222152084136276	4.659260696014132
FID 1152	IID 6152	8.5299625734671	4.910068697575657
FID 1153	IID 6153	5.565953133045194	12.598615293719366
FID 1154	IID 6154	2.9574181407230764	7.305033751618563
FID 1155	IID 6155	7.972142533238356	-0.33932972218026736
FID 1156	IID 6156	10.606702032154313	7.2471745788338575
FID 1157	IID 6157	9.01222249821205	6.729450801002313
FID 1158	IID 6158	-0.8244728807546129	2.373304090340973
FID 1159	IID 6159	10.285482154233284	12.427171841731932
FID 1160	IID 6160	-14.03856595849435	-12.229585115851165
FID 1161	IID 6161	-6.584889314679602	-5.834610545905026
FID 1162	IID 6162	3.4196756724355124	4.3482359738507235
FID 1163	IID 6163	-8.240090088032796	-5.9035293723185855
FID 1164	IID 6164	6.958666058712968	7.610860644123896
FID 1165	IID 6165	11.676775944422737	12.508143248179518
FID 1166	IID 6166	3.6074168029055	-2.832505617027313
FID 1167	IID 6167	2.220396721743033	3.985925484911581
FID 1168	IID 6168	-9.232122812024176	-6.71098142191115
FID 1169	IID 6169	14.486210269404864	8.403815064544352
FID 1170	IID 6170	-9.349310376153037	-0.406266136141906
FID 1171	IID 6171	6.694115796897307	1.2445517992739603
FID 1172	IID 6172	-7.4285553681140275	-7.256393684397187
FID 1173	IID 6173	10.018053520075416	8.367728251057516
FID 1174	IID 6174	12.977547762213556	11.615532862411806
FID 1175	IID 6175	-1.1856085150014681	2.1054877033972033
FID 1176	IID 6176	11.043157545747889	5.4424370740851
FID 1177	IID 6177	2.4369298449306354	1.970499760156239
FID 1178	IID 6178	16.486872384336312	14.655730680492951
FID 1179	IID 6179	2.3598165220972063	0.9328270544246098
FID 1180	IID 6180	-0.4660392572760217	-1.9723051289545026
FID 1181	IID 6181	4.183517628155229	0.9315151052223567
FID 1182	IID 6182	10.3575087451777	1.39814432331691
FID 1183	IID 6183	4.421970485090989	2.5851883836809098
FID 1184	IID 6184	2.6469162609991455	-1.9379233663456121
FID 1185	IID 6185	7.537854564939541	3.911157294758227
FID 1186	IID 6186	1.1122951078279906	-1.468685030313332
FID 1187	IID 6187	-16.57949850222526	-6.458963949340916
FID 1188	IID 6188	17.618087869895202	15.208896055471056
FID 1189	IID 6189	-7.812665231968548	-8.311472237562057
FID 1190	IID 6190	6.162273410896758	1.4614537099984926
FID 1191	IID 6191	-18.650518009997057	-19.40626844726889
FID 1192	IID 6192	7.628082789886362	5.131023959531583
FID 1193	IID 6193	5.04080546781767	5.773324935962067
FID 1194	IID 6194	8.889254223197783	7.485301535111735
FID 1195	IID 6195	-4.728531658719038	-2.7757155407766247
FID 1196	IID 6196	10.82388393773059	1.602020923530886
FID 1197	IID 6197	1.805648617560363	-1.2385890562868838
FID 1198	IID 6198	6.298809494079962	3.5708058702856396
FID 1199	IID 6199	-0.9030812061653561	-1.4772380004668078
FID 1200	IID 6200	3.455012025651575	2.748841030464715
FID 1201	IID 6201	4.085787033861847	7.401584531455645
FID 1202	IID 6202	1.0383527828168453	0.8739418537089771
FID 1203	IID 6203	9.75640951705	1.3508653874262997
FID 1204	IID 6204	11.25389899038969	-5.097389546750387
FID 1205	IID 6205	-9.754250591411164	-11.46027571566217
FID 1206	IID 6206	6.488741974999559	6.860186817074227
FID 1207	IID 6207	3.4629022252213497	-1.9368459233386583
FID 1208	IID 6208	-3.9846488885530413	-6.7116896467821805
FID 1209	IID 6209	7.556278459628376	4.8384173111985715
FID 1210	IID 6210	0.9083288743151274	-0.7512639005114652
FID 1211	IID 6211	1.6443308206316467	2.995869756601042
FID 1212	IID 6212	-29.10305898095882	-20.34434092834846
FID 1213	IID 6213	-1.1061479881990075	9.045688342519387
FID 1214	IID 6214	-6.3131849410721195	-4.10770806039889
FID 1215	IID 6215	-5.456094587110955	-7.922584849620761
FID 1216	IID 6216	13.489919982895817	5.553830926551832
FID 1217	IID 6217	0.28325800953073854	-0.2297615845585561
FID 1218	IID 6218	-14.136858831581357	-11.365241923515612
FID 1219	IID 6219	-13.609302904462885	-12.058387025110054
FID 1220	IID 6220	-4.528764020369505	-0.25519288565963905
FID 1221	IID 6221	-8.957566331289211	-9.273813023262298
FID 1222	IID 6222	7.274023126724783	0.6815519947528808
FID 1223	IID 6223	-4.651281712649204	0.3914898727522944
FID 1224	IID 6224	2.8569496986182967	-4.292380690792906
FID 1225	IID 6225	2.6666200988449966	-3.1065062706846045
FID 1226	IID 6226	-11.443795803637947	-10.615282745581878
FID 1227	IID 6227	-1.0510236764197507	-2.5143654589789417
FID 1228	IID 6228	-24.786682488174712	-17.252220463937093
FID 1229	IID 6229	6.339805621004703	0.9900394688525171
FID 1230	IID 6230	-5.698327667914194	-5.463480875630484
FID 1231	IID 6231	24.42046660111909	14.287182154507331
FID 1232	IID 6232	16.753560472783334	9.052871091236359
FID 1233	IID 6233	-3.271981370303221	-1.686845147037145
FID 1234	IID 6234	8.970359172677513	7.344190049260977
FID 1235	IID 6235	5.67880823673328	-0.24387553104404947
FID 1236	IID 6236	-4.745886116268785	-2.6226110166486802
FID 1237	IID 6237	10.017401938070089	9.395707229493738
FID 1238	IID 6238	3.146522807393927	6.773924656388008
FID 1239	IID 6239	6.0367754480123885	7.5168613453558955
FID 1240	IID 6240	-7.358053586063817	-9.644620163284367
FID 1241	IID 6241	6.336523258931148	2.7901783495295915
FID 1242	IID 6242	-5.213228665397604	-11.445193325185262
FID 1243	IID 6243	-14.679974485840075	-4.917357952341188
FID 1244	IID 6244	13.85827613164626	5.469296379342505
FID 1245	IID 6245	7.587744613099471	-2.2020508738752245
FID 1246	IID 6246	-10.40519860578613	-5.804888958987477
FID 1247	IID 6247	-17.355769278732204	-14.512110643515479
FID 1248	IID 6248	14.435285287113572	6.169964160226529
FID 1249	IID 6249	9.692254294595976	1.9955379862931406
FID 1250	IID 6250	4.941021212989094	5.766830342439394
FID 1251	IID 6251	-26.51021856148001	-7.380007171003577
FID 1252	IID 6252	-14.333828188684635	-15.302523920974341
FID 1253	IID 6253	-10.055915784306334	-10.416183909748254
FID 1254	IID 6254	3.684727023279212	5.423745292325332
FID 1255	IID 6255	-1.6851420360772698	2.50373083453316
FID 1256	IID 6256	3.2091470506728825	3.8588986260303084
FID 1257	IID 6257	-13.393070986525746	-10.314065176525414
FID 1258	IID 6258	-3.145989690770861	1.8482320517929165
FID 1259	IID 6259	3.745870935886546	-3.721208849360166
FID 1260	IID 6260	-14.06607492330348	-8.637228007353908
FID 1261	IID 6261	-9.564430020813843	-4.195951160754302
FID 1262	IID 6262	-7.109297121193593	-3.9015363523382995
FID 1263	IID 6263	-19.79676945022602	-10.328767932600133
FID 1264	IID 6264	-2.7395370051425356	-0.6477492378396867
FID 1265	IID 6265	4.072226057828165	-0.3085476893682353
FID 1266	IID 6266	2.173808647516218	0.7701522949228554
FID 1267	IID 6267	-0.5177120831796573	-6.3611009632583
FID 1268	IID 6268	3.048767255604155	5.298833374385936
FID 1269	IID 6269	14.845313770979718	9.76739071363172
FID 1270	IID 6270	-0.7253137714592943	-7.09023123851847
FID 1271	IID 6271	-15.363315849069327	-10.077962917246627
FID 1272	IID 6272	8.398977149586532	3.61334968762584
FID 1273	IID 6273	-13.433597102802302	-10.192427541411586
FID 1274	IID 6274	10.915069055800952	1.3873136376046638
FID 1275	IID 6275	10.020583568372635	7.679163862638726
FID 1276	IID 6276	5.553912729357684	-4.742785972945221
FID 1277	IID 6277	-6.650575981877596	-5.408609575939762
FID 1278	IID 6278	-1.739151466363778	-2.976593524814859
FID 1279	IID 6279	3.4256929672953156	3.054700165977886
FID 1280	IID 6280	-3.942927591696205	-3.336356406649397
FID 1281	IID 6281	3.5373809155569376	3.71210137515781
FID 1282	IID 6282	-10.056611345841755	-3.7746337760348063
FID 1283	IID 6283	-20.904140376021573	-14.35600020300501
FID 1284	IID 6284	-1.061457286389464	-5.330607140366004
FID 1285	IID 6285	17.83846199291893	12.29263817037764
FID 1286	IID 6286	3.5992422846900376	1.423263326472263
FID 1287	IID 6287	-8.704877478810756	-10.553595552931835
FID 1288	IID 6288	-5.552465636263615	0.18728335917907923
FID 1289	IID 6289	-16.2842237448469	-13.709186806246903
FID 1290	IID 6290	12.972146370064856	12.747983363816733
FID 1291	IID 6291	0.8428162953497895	-1.3841840017597233
FID 1292	IID 6292	0.6628097447571415	-1.2437482841013923
FID 1293	IID 6293	-1.0210451975047685	3.57332173928307
FID 1294	IID 6294	9.212454881252908	7.232665678384975
FID 1295	IID 6295	-8.523148812377642	-9.877295484278935
FID 1296	IID 6296	6.284588960775297	1.970557436947765
FID 1297	IID 6297	1.1096100388074897	2.9160727279071983
FID 1298	IID 6298	-9.808661355284816	-7.149103392618207
FID 1299	IID 6299	-5.118715904386459	-3.6647600860492635
FID 1300	IID 6300	-1.511282321187459	1.208766504574963
FID 1301	IID 6301	-9.33380842577544	-3.550838776671492
FID 1302	IID 6302	15.417905552937512	12.385349052816336
FID 1303	IID 6303	-1.1791971042519425	-4.7975988880414935
FID 1304	IID 6304	0.12604776865087697	-3.618434868359831
FID 1305	IID 6305	4.247203246615255	0.5389025406791197
FID 1306	IID 6306	16.281550624509414	10.286522817663043
FID 1307	IID 6307	6.151199169193948	2.9213683982005665
FID 1308	IID 6308	-21.966286710115376	-14.169274287072511
FID 1309	IID 6309	6.629581005920041	1.5883763874046042
FID 1310	IID 6310	13.75132728619587	10.494171813103783
FID 1311	IID 6311	12.543723795401547	5.169768046315342
FID 1312	IID 6312	-8.667516428982093	-7.9109302726673025
FID 1313	IID 6313	0.6395347653748482	-1.3059393989359345
FID 1314	IID 6314	-15.498975895415285	-15.095392787667446
FID 1315	IID 6315	-9.704889422162358	-4.995742326964177
FID 1316	IID 6316	-1.9678702461568034	0.7309916119168136
FID 1317	IID 6317	-7.4672447522751035	-3.3305724785904998
FID 1318	IID 6318	3.984705529472469	0.7585837915622644
FID 1319	IID 6319	5.6778399545868234	1.6990900003349614
FID 1320	IID 6320	8.75114015168231	4.915880907376753
FID 1321	IID 6321	6.101743509992659	3.4400404281272055
FID 1322	IID 6322	-18.439665996142153	-18.109240166679598
FID 1323	IID 6323	-6.6247820538683095	-2.1793312662943687
FID 1324	IID 6324	-2.814302405374686	3.7426181622763055
FID 1325	IID 6325	5.69323135982872	-0.2775429566797327
FID 1326	IID 6326	19.180112859698525	9.211159770183308
FID 1327	IID 6327	14.509324545598027	4.025405579769252
FID 1328	IID 6328	6.540811558947151	8.31789286887244
FID 1329	IID 6329	1.024039000227913	-0.7377750993262824
FID 1330	IID 6330	4.743474092093759	5.806326479108659
FID 1331	IID 6331	-22.746053400649007	-12.09357878847319
FID 1332	IID 6332	6.44192675651161	2.3930048195510984
FID 1333	IID 6333	-6.371503574422116	-3.9494015098971587
FID 1334	IID 6334	3.5727966808519067	4.549765273090058
FID 1335	IID 6335	15.279098249269481	5.150366659604704
FID 1336	IID 6336	-6.921328259804122	-3.3789875487835914
FID 1337	IID 6337	12.096461775917179	11.597226388885733
FID 1338	IID 6338	10.68452846904929	9.167070233011147
FID 1339	IID 6339	8.427801462399744	8.64102863650759
FID 1340	IID 6340	6.819996829971776	8.147611170610993
FID 1341	IID 6341	-8.064111761990576	-11.104630502357928
FID 1342	IID 6342	-6.40462520052582	-10.961726218043172
FID 1343	IID 6343	-12.074362535699349	-9.742206815230059
FID 1344	IID 6344	-11.180569016153633	-11.249129315479252
FID 1345	IID 6345	0.2246686823163604	-9.21995578195111
FID 1346	IID 6346	-3.978656362792263	-2.1488411224528208
FID 1347	IID 6347	-5.979971881679276	-6.3277517426164245
FID 1348	IID 6348	0.7840975479556231	-2.835127720962291
FID 1349	IID 6349	14.815755525230097	5.593593274460171
FID 1350	IID 6350	-1.4934478994792286	-6.641335034162826
FID 1351	IID 6351	-15.466329178243003	-7.4093007268727265
FID 1352	IID 6352	5.233888425280059	1.0311911118166095
FID 1353	IID 6353	-5.89907359279913	0.37130850077462596
FID 1354	IID 6354	11.888566555196212	10.64962841590431
FID 1355	IID 6355	-1.375889952090518	-0.8368878148778317
FID 1356	IID 6356	-6.135083086358163	-6.526690152073332
FID 1357	IID 6357	0.38168145365405515	-2.0629193421191543
FID 1358	IID 6358	15.47822180239356	11.036678456197562
FID 1359	IID 6359	-26.556892120450183	-23.612816998230322
FID 1360	IID 6360	14.8682548344646	15.801914117143639
FID 1361	IID 6361	4.276134310976935	-3.330581677628385
FID 1362	IID 6362	10.069609756952163	9.143871650644751
FID 1363	IID 6363	3.0076619550858608	3.5544114187134364
FID 1364	IID 6364	-0.5426947624066667	-8.520132824367995
FID 1365	IID 6365	-8.503492661491297	-3.3479632055522544
FID 1366	IID 6366	1.183217127412076	5.742198914424096
FID 1367	IID 6367	5.656220123725609	5.4055094847599925
FID 1368	IID 6368	-7.668141304301238	-10.425000718655632
FID 1369	IID 6369	2.0832815842755954	4.51909172778169
FID 1370	IID 6370	-0.9265719102015746	5.379448188374519
FID 1371	IID 6371	-6.227095125797748	-8.37097833328635
FID 1372	IID 6372	-19.214686909520932	-24.5022703528952
FID 1373	IID 6373	-19.87257137698718	-18.193905161192163
FID 1374	IID 6374	10.583656038346003	9.862443498368084
FID 1375	IID 6375	-1.2414599534041206	-0.683115995319826
FID 1376	IID 6376	-2.365425826736916	-6.662538068442974
FID 1377	IID 6377	31.943219586845423	16.835348953532353
FID 1378	IID 6378	-3.3210533570890632	-1.9068093248791205
FID 1379	IID 6379	7.635289241445603	5.360084393926601
FID 1380	IID 6380	5.642379481695986	2.40790242703992
FID 1381	IID 6381	-11.188993213758007	-1.3044170861656972
FID 1382	IID 6382	-9.567631466334621	-4.00544593805559
FID 1383	IID 6383	-10.726796227404915	-9.698882389778252
FID 1384	IID 6384	-5.177265713091142	-5.230911657148909
FID 1385	IID 6385	-3.9666131852146727	-3.360429740671366
FID 1386	IID 6386	0.32907059470930644	-2.9801795743745556
FID 1387	IID 6387	-13.22833288636423	-18.002959228019833
FID 1388	IID 6388	-19.187727928541165	-14.590933707793
FID 1389	IID 6389	7.706167380368716	1.3112589681802256
FID 1390	IID 6390	-6.408826213261749	-9.969789242511645
FID 1391	IID 6391	-6.492894227256622	-0.17778625125571423
FID 1392	IID 6392	-3.8797975329001213	-10.67250357167335
FID 1393	IID 6393	2.3666593471411637	8.701567341480393
FID 1394	IID 6394	-7.409848766634829	2.8241328946379958
FID 1395	IID 6395	3.6862829419873058	2.3623933939691035
FID 1396	IID 6396	-9.001299599242474	-14.194770246731593
FID 1397	IID 6397	27.864657236490263	19.71126771308398
FID 1398	IID 6398	3.1261108756803857	2.597408644308352
FID 1399	IID 6399	-6.761387548507726	-5.337145262032825
FID 1400	IID 6400	-8.846213014434609	-5.215955032363203
FID 1401	IID 6401	-11.646301808051305	-18.382117877001228
FID 1402	IID 6402	-0.9227058082559454	-1.7811992895878372
FID 1403	IID 6403	-12.749359589872462	-7.44447237585025
FID 1404	IID 6404	6.828721669702047	4.133820708690564
FID 1405	IID 6405	-0.9702543791564731	5.250899655376
FID 1406	IID 6406	4.529127264645857	-1.702338889005962
FID 1407	IID 6407	-6.407515670633678	-5.796941638579284
FID 1408	IID 6408	-5.011318387481084	-5.60641951795478
FID 1409	IID 6409	5.537018340312999	5.4877571354512575
FID 1410	IID 6410	24.654355579863733	13.899903822634336
FID 1411	IID 6411	7.49433960779287	3.943377473459689
FID 1412	IID 6412	1.0414599316175683	4.973830823470799
FID 1413	IID 6413	-2.7596602956689384	-4.5694523203999395
FID 1414	IID 6414	4.557968265552329	3.8383134166197515
FID 1415	IID 6415	-4.764704881576083	-4.8600988389602175
FID 1416	IID 6416	-2.9761425615624777	-3.7717071645292704
FID 1417	IID 6417	5.296999779476674	-1.9028616359240358
FID 1418	IID 6418	15.050915802302066	9.658925742592327
